SMILE A,SMILE B,SMILE C,Young's Modulus (kPa) log10,Swelling Ratio (times),Source,Young's Modulus (kPa)
[*]CC(C#N)[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,8.09642333059527,,10.1002_pc.24742_part_1.txt_段1_Material1,124859999.99999984
[*]CC(C#N)[*],[*]CCN[*],,6.021189299069938,,10.1021_acs.iecr.5b01236_part_2.txt_段1_Material5,1050000.0000000005
[*]CC(C#N)[*],[*]OCC[*],,5.346352974450639,,10.1021_acsami.6b00359_part_3.txt_段1_Material2,222000.00000000012
[*]CC(C#N)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,5.2552725051033065,,10.1002_pen.24798_part_1.txt_段1_Material1,180000.00000000017
[*]CC(C#N)[*],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,6.176091259055681,,10.3390_polym12092102_part_2.txt_段1_Material1,1500000.0000000005
[*]CC(C)(C(OCCO)=O)[*],O=C(N)C([*])C[*],,3.0791812460476247,,10.1590_0104-1428.2097_part_1.txt_段1_Material1,1199.9999999999995
[*]CC(C)(C(OCCO)=O)[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,2.615529223637133,,"具有双氯芬酸洗脱能力的低摩擦水凝胶,用于干眼治疗性隐形眼镜.pdf",412.6
[*]CC(C)(C(OCCO)=O)[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,2.630427875025024,,10.1007_s10570-017-1244-7_part_3.txt_段1_Material1,427.00000000000017
[*]CC(C)(C(OCCO)=O)[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,3.556302500767288,,10.1016_j.eurpolymj.2016.10.023_part_3.txt_段1_Material1,3600.0000000000073
[*]CC(C)(C(OCCO)=O)[*],[*]CC(C)(C(OCCO)=O)[*],,2.9912260756924947,,10.1016_j.eurpolymj.2018.02.035_part_1.txt_段1_Material2,979.9999999999995
[*]CC(C)(C(OCCO)=O)[*],[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,2.9474337218870508,,10.1002_pen.24884_part_2.txt_段1_Material2,886.0
[*]CC(C)(C(OCCO)=O)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,2.419955748489758,,10.1039_c9tb00080a_part_1.txt_段1_Material1,263.0000000000001
[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]C(C)C[*],,6.004321373782642,,10.1016_j.memsci.2010.06.031_part_1.txt_段1_Material1,1009999.9999999991
[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],[*]C([H])([H])C(O)([H])[*],,6.176091259055681,,10.1002_admt.201600056_part_2.txt_段1_Material1,1500000.0000000005
[*]CC(C1=CC=CC=C1)[*],C/C(C[*])=C/C[*],,5.008600171761918,,10.1016_j.matdes.2012.05.020_part_1.txt_段1_Material1,102000.00000000009
[*]CC(C1=CC=CC=C1)[*],COC(C(C[*])([*])C)=O,,5.819543935541868,,10.1021_acs.langmuir.5b04334_part_1.txt_段1_Material1,659999.9999999995
[*]CC(C1=CC=CC=C1)[*],C[Si](C)(C[*])O[*],,6.4623979978989565,,10.1021_acsmacrolett.0c00471_part_1.txt_段1_Material2,2900000.000000003
[*]CC(C1=CC=CC=C1)[*],O=C(N)C([*])C[*],,2.886490725172482,,10.1177_0307174x1704400901_part_1.txt_段1_Material2,770.0
[*]CC(C1=CC=CC=C1)[*],O=C([*])CCCCCN[*],,6.3979400086720375,,10.1007_s00396-021-04820-x_part_2.txt_段1_Material1,2499999.9999999995
[*]CC(C1=CC=CC=C1)[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,6.3979400086720375,,10.1002_pen.25273_part_1.txt_段1_Material1,2499999.9999999995
[*]CC(C1=CC=CC=C1)[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.246498580795801,,10.1007_s10570-015-0787-8_part_2.txt_段1_Material1,1763999.999999999
[*]CC(C1=CC=CC=C1)[*],[*]C(C)C[*],,5.286613631657004,,10.1016_j.heliyon.2020.e04166_part_1.txt_段1_Material2,193469.99999999988
[*]CC(C1=CC=CC=C1)[*],[*]C(CCCCCO[*])=O,,5.698970004336019,,10.1590_0370-44672017720137_part_2.txt_段1_Material1,499999.99999999994
[*]CC(C1=CC=CC=C1)[*],[*]C([H])([H])C(O)([H])[*],,5.704150516839799,,10.1016_j.jfoodeng.2015.06.003_part_1.txt_段1_Material3,505999.99999999965
[*]CC(C1=CC=CC=C1)[*],[*]C/C=C/C[*],,5.260071387985075,,10.3390_polym13010096_part_2.txt_段1_Material1,182000.00000000015
[*]CC(C1=CC=CC=C1)[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,5.738066714777469,,10.1002_app.47740_part_2.txt_段1_Material1,547099.9999999998
[*]CC(C1=CC=CC=C1)[*],[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O,,6.146128035678238,,10.1021_acssuschemeng.0c06480_part_2.txt_段1_Material1,1400000.0000000005
[*]CC(C1=CC=CC=C1)[*],[*]CC(C1=CC=CC=C1)[*],,6.278753600952829,,10.1002_app.32638_part_1.txt_段1_Material2,1899999.9999999995
[*]CC(C1=CC=CC=C1)[*],[*]CC(CC(C#N)[*])C1=CC=CC=C1,,6.365487984890899,,10.1088_2053-1591_ab38e7_part_2.txt_段1_Material1,2319999.9999999986
[*]CC(C1=CC=CC=C1)[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,6.447158031342219,,10.1002_polb.22202_part_2.txt_段1_Material2,2800000.0000000014
[*]CC(C1=CC=CC=C1)[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,6.3979400086720375,,10.1002_pc.20978_part_2.txt_段1_Material1,2499999.9999999995
[*]CC(C1=CC=CC=C1)[*],[*]CC=CCCC(C1=CC=CC=C1)[*],,5.938919812244772,,10.1177_0967391118809436_part_1.txt_段1_Material1,868800.0000000009
[*]CC(C1=CC=CC=C1)[*],[*]CCCC(CCCCCC)[*],,5.484299839346786,,10.1002_app.48748_part_3.txt_段1_Material1,305000.00000000006
[*]CC(C1=CC=CC=C1)[*],[*]CCN[*],,7.301029995663981,,10.1016_j.compstruct.2009.09.033_part_2.txt_段1_Material1,20000000.000000004
[*]CC(C1=CC=CC=C1)[*],[*]CC[*],,5.954242509439325,,10.1080_03602559.2016.1255752_part_5.txt_段1_Material2,900000.0000000007
[*]CC(C1=CC=CC=C1)[*],[*]OCC[*],,6.6020599913279625,,10.1039_c6sm00983b_part_1.txt_段1_Material1,4000000.000000001
[*]CC(CC(C#N)[*])C1=CC=CC=C1,[*]C(CCCCC(OCCCCO[*])=O)=O,,6.301029995663981,,10.1002_pen.24935_part_1.txt_段1_Material1,2000000.0000000002
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,COC(C(C[*])([*])C)=O,,6.380211241711606,,10.1080_03602550903413979_part_1.txt_段1_Material1,2400000.000000002
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.301029995663981,,10.1016_j.apsusc.2017.12.168_part_1.txt_段1_Material1,2000000.0000000002
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,O=C([*])CCCCCN[*],,6.380211241711606,,10.1007_s10965-010-9540-z_part_2.txt_段1_Material1,2400000.000000002
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.380211241711606,,10.1002_app.51250_part_2.txt_段1_Material2,2400000.000000002
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]C(C)C[*],,5.603198520676098,,10.14419_ijet.v7i3.34.19334_part_1.txt_段1_Material1,401050.0000000004
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,6.32221929473392,,10.1002_app.48310_part_1.txt_段1_Material1,2100000.0000000056
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]CC(C1=CC=CC=C1)C/C=C/C[*],,6.017033339298781,,10.1002_app.47075_part_1.txt_段1_Material1,1040000.0000000008
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]CC(C1=CC=CC=C1)[*],,6.197831693328903,,10.1016_j.polymer.2017.12.038_part_4.txt_段1_Material1,1576999.999999999
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,6.171480722621874,,10.1080_17452759.2016.1175045_part_2.txt_段1_Material1,1484159.9999999988
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]CC([*])Cl,,7.105510184769974,,10.1557_jmr.2019.79_part_1.txt_段1_Material1,12750000.000000007
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]OCC[*],,6.373095987078727,,10.1002_app.48377_part_2.txt_段1_Material1,2361000.000000002
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,5.419955748489758,,10.1016_j.jenvman.2017.04.026_part_2.txt_段1_Material1,263000.0000000001
[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]C(C)C[*],,6.079181246047625,,10.1002_mawe.201500396_part_1.txt_段1_Material1,1200000.0000000007
[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]CC(C1=CC=CC=C1)[*],,5.124830149413859,,10.1016_j.polymer.2015.03.026_part_3.txt_段1_Material1,133300.00000000003
[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,6.486146996806573,,10.1002_app.48888_part_3.txt_段1_Material1,3063000.0000000023
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,COC(C(C[*])([*])C)=O,,5.886490725172482,,10.1002_app.50550_part_4.txt_段1_Material1,770000.0000000007
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,C[Si](O[*])(C)[*],,5.725911632295048,,10.1002_pc.24285_part_1.txt_段1_Material1,532000.0000000001
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,5.413132050434872,,10.3390_coatings8110411_part_1.txt_段1_Material1,258900.00000000017
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,8.071882007306126,,10.1002_pc.23035_part_1.txt_段1_Material1,118000000.00000015
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,5.982271233039568,,10.1007_s12221-015-5305-y_part_1.txt_段1_Material1,959999.9999999991
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C([*])C(C)O[*],,6.973127853599698,,10.1016_j.polymertesting.2020.106923_part_1.txt_段1_Material1,9399999.999999993
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.077731179652392,,10.1080_03602559.2011.566298_part_1.txt_段1_Material1,1195999.9999999988
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,6.3979400086720375,,10.1007_s10570-016-1005-z_part_3.txt_段1_Material1,2499999.9999999995
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,,7.294466226161593,,10.4028_www.scientific.net_amr.197-198.1532_part_1.txt_段1_Material1,19700000.00000002
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,7.333648756514701,,10.3390_polym12071501_part_1.txt_段1_Material1,21559999.999999985
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,7.793755472155577,,10.1016_j.compositesa.2010.05.010_part_1.txt_段1_Material1,62194999.999999955
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OCC1OC(C(C(C1O[*])O)O)[*],,6.087071205906535,,10.1016_j.compscitech.2021.108884_part_1.txt_段1_Material1,1221999.9999999995
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.0,,10.1002_pc.25253_part_2.txt_段1_Material1,1000000.0
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C(C)C[*],,6.544068044350276,,10.1016_j.compositesa.2017.03.027_part_5.txt_段1_Material1,3500000.0000000005
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O,,7.845098040014257,,10.1177_1369433220933461_part_1.txt_段1_Material1,70000000.00000001
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C(CCCCCO[*])=O,,7.301029995663981,,10.1016_j.polymer.2016.03.052_part_2.txt_段1_Material1,20000000.000000004
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,6.975431808509263,,10.1177_0731684413480007_part_2.txt_段1_Material1,9449999.999999993
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C([H])([H])C(O)([H])[*],,6.184691430817598,,10.1177_0021998320969793_part_2.txt_段1_Material1,1529999.9999999986
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C/C=C/CCC(C/C=C\C[*])C=C,,6.281033367247727,,10.1002_app.35417_part_1.txt_段1_Material1,1909999.9999999986
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]C/C=C\CCC(C=C)[*],,5.012837224705172,,10.1002_pc.24852_part_2.txt_段1_Material1,102999.99999999996
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC(C#N)[*],,7.735997884091794,,10.1016_j.arabjc.2015.03.019_part_2.txt_段1_Material1,54450000.0
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,5.301029995663981,,10.1039_c8nj05653f_part_4.txt_段1_Material1,200000.00000000003
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.618633737597086,,10.1007_s10570-021-03752-7_part_3.txt_段1_Material1,4155599.9999999995
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CC([*])Cl,,7.665017825412472,,10.1177_0731684420921952_part_2.txt_段1_Material1,46239999.99999997
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CCC1C([*])C2CCC1C2,,6.361727836017593,,10.3144_expresspolymlett.2020.31_part_2.txt_段1_Material1,2300000.000000001
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CCN[*],,6.886490725172482,,10.1002_pc.25839_part_1.txt_段1_Material1,7700000.000000007
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]CNCC1=CC=CC([*])=C1O,,6.079181246047625,,10.1016_j.matdes.2016.08.095_part_3.txt_段1_Material1,1200000.0000000007
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,,6.744918542441353,,10.1002_app.50869_part_2.txt_段1_Material1,5558000.000000004
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,5.2455126678141495,,10.1002_pc.22313_part_1.txt_段1_Material1,175999.99999999985
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,7.174234304941022,,10.1002_pc.23480_part_1.txt_段1_Material1,14936000.000000004
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[*]OCC[*],,6.047140468477217,,10.1002_pen.23733_part_1.txt_段1_Material1,1114655.000000001
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,7.204119982655925,,10.1088_1757-899x_454_1_012082_part_1.txt_段1_Material1,16000000.00000001
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,[H]N(C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C(OCCO[*])=O)[H])C([*])=O,,6.900312496983727,,10.1080_15376494.2013.834093_part_1.txt_段1_Material3,7949000.0
[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O,[*]OCCCCOC(CCC([*])=O)=O,,4.041392685158225,,10.1016_j.matlet.2018.03.051_part_1.txt_段1_Material1,11000.000000000007
[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,[*]C(CCCCCO[*])=O,,6.0,,10.1016_j.eurpolymj.2012.10.015_part_2.txt_段1_Material1,1000000.0
[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,[*]OCC[*],,6.3807537708039,,10.1016_j.indcrop.2021.113804_part_2.txt_段1_Material1,2403000.0000000005
[*]CC(OC(O[*])=O)C,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,6.006037954997317,,10.1016_j.carbpol.2010.11.045_part_1.txt_段1_Material1,1013999.9999999993
[*]CC(OC(O[*])=O)C,[*]C(C)C[*],,5.742725131304698,,10.1177_1558925019849714_part_2.txt_段1_Material1,552999.9999999995
[*]CC(OC(O[*])=O)C,[*]C(C=C1)=CC=C1S[*],,4.845098040014257,,10.1007_s10118-014-1466-1_part_2.txt_段1_Material1,70000.00000000001
[*]CC(OC(O[*])=O)C,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,5.857030798272624,,10.1007_s10853-021-05830-4_part_2.txt_段1_Material3,719499.9999999999
[*]CC(OC(O[*])=O)C,[*]C([H])([H])C(O)([H])[*],,6.078094150406411,,10.1002_pi.6235_part_2.txt_段1_Material4,1197000.000000001
[*]CC(OC(O[*])=O)C,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,6.382233234970556,,10.1007_s10118-014-1518-6_part_2.txt_段1_Material1,2411199.9999999977
[*]CC(OC(O[*])=O)C,[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COC(C)=O)OC1COC(C)=O,,6.093421685162235,,10.1016_j.carbpol.2012.11.058_part_1.txt_段1_Material1,1239999.9999999988
[*]CC(OC(O[*])=O)C,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,,5.78625439578978,,10.1007_s00289-019-02762-7_part_1.txt_段1_Material1,611299.9999999998
[*]CC(OC(O[*])=O)C,[*]CCCC([*])OC(C)=O,,5.963787827345556,,10.1007_s00289-015-1310-y_part_1.txt_段1_Material1,920000.0000000006
[*]CC(OC(O[*])=O)C,[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO,,6.093421685162235,,10.1016_j.carbpol.2012.11.058_part_2.txt_段1_Material1,1239999.9999999988
[*]CC([*])Cl,C/C(C[*])=C/C[*],,3.3010299956639813,,10.1016_j.proche.2016.03.105_part_1.txt_段1_Material1,2000.0000000000002
[*]CC([*])Cl,COC(C(C[*])([*])C)=O,,6.392978186542541,,10.1080_10739149.2016.1164713_part_2.txt_段1_Material1,2471600.000000001
[*]CC([*])Cl,O=C([*])C(C)O[*],,6.463445031770428,,10.1002_pen.21867_part_1.txt_段1_Material3,2907000.000000003
[*]CC([*])Cl,O=C1CCCN1C([*])C[*],,6.544068044350276,,10.1016_j.memsci.2020.118947_part_1.txt_段1_Material1,3500000.0000000005
[*]CC([*])Cl,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.75427186868346,,10.1002_app.35482_part_1.txt_段1_Material1,5679000.000000016
[*]CC([*])Cl,[*]C(C)C[*],,6.152288344383057,,10.1080_00914037.2010.531822_part_2.txt_段1_Material1,1420000.0000000007
[*]CC([*])Cl,[*]C(CCCCCO[*])=O,,6.079181246047625,,10.1021_acs.macromol.8b02146_part_2.txt_段1_Material1,1200000.0000000007
[*]CC([*])Cl,[*]C([H])([H])C(O)([H])[*],,6.544068044350276,,10.1016_j.coco.2016.06.001_part_1.txt_段1_Material1,3500000.0000000005
[*]CC([*])Cl,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,,5.850033257689769,,10.1002_pen.25761_part_2.txt_段1_Material1,707999.9999999998
[*]CC([*])Cl,[*]CC(C1=CC=CC=C1)[*],,5.187520720836463,,10.1016_j.cej.2016.03.060_part_2.txt_段1_Material3,153999.99999999985
[*]CC([*])Cl,[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,6.432327792261604,,10.1002_vnl.20326_part_2.txt_段1_Material1,2705999.9999999977
[*]CC([*])Cl,[*]CC(OC(O[*])=O)C,,5.02938377768521,,10.1021_acs.macromol.1c00659_part_2.txt_段1_Material1,107000.00000000001
[*]CC([*])Cl,[*]CCCC([*])OC(C)=O,,6.176091259055681,,10.1016_j.compositesa.2014.03.023_part_1.txt_段1_Material1,1500000.0000000005
[*]CC([*])Cl,[*]OCC[*],,5.787318756624548,,10.4028_www.scientific.net_amm.679.128_part_1.txt_段1_Material1,612800.0000000005
[*]CC([*])Cl,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,3.89209460269048,,10.1007_s12221-020-9665-6_part_1.txt_段1_Material1,7799.999999999991
[*]CC=CCCC(C#N)[*],C/C(C[*])=C/C[*],,3.404833716619938,,10.1155_2013_798232_part_2.txt_段1_Material1,2540.0
[*]CC=CCCC(C#N)[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,5.816506437046357,,10.1016_j.apsusc.2015.10.137_part_3.txt_段1_Material3,655399.9999999998
[*]CC=CCCC(C#N)[*],[*]C(C)C[*],,4.968482948553935,,10.1177_0307174x1304000811_part_1.txt_段1_Material1,92999.99999999993
[*]CC=CCCC(C#N)[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,3.833147111912785,,10.3390_ma11112175_part_2.txt_段1_Material2,6809.999999999999
[*]CC=CCCC(C#N)[*],[*]CC([*])Cl,,6.146128035678238,,10.1007_s10973-019-09194-5_part_1.txt_段1_Material1,1400000.0000000005
[*]CC=CCCC(C#N)[*],[*]CC=CCCC(C#N)[*],,4.008600171761918,,10.1515_polyeng-2016-0375_part_1.txt_段1_Material1,10200.00000000001
[*]CC=CCCC(C#N)[*],[*]CCCC([*])OC(C)=O,,4.089905111439398,,10.1002_pc.26049_part_1.txt_段1_Material1,12300.000000000004
[*]CC=CCCC(C#N)[*],[*]NCCCCCCCCCCCC([*])=O,,3.770852011642144,,10.1016_j.radphyschem.2018.02.024_part_6.txt_段1_Material1,5899.9999999999945
[*]CC=CCCC(C#N)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,3.6020599913279625,,10.1016_j.wear.2009.08.037_part_1.txt_段1_Material1,4000.000000000001
[*]CC=CCCC(C1=CC=CC=C1)[*],C/C(C[*])=C/C[*],,3.869231719730976,,10.5254_rct.18.82695_part_2.txt_段1_Material1,7399.999999999994
[*]CC=CCCC(C1=CC=CC=C1)[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,3.589949601325708,,10.3390_ma11112175_part_2.txt_段1_Material4,3890.000000000004
[*]CC=CCCC(C1=CC=CC=C1)[*],[*]CC=CCCC(C#N)[*],,2.903089986991944,,10.1007_s00289-021-03576-2_part_3.txt_段1_Material1,800.0000000000011
[*]CC=CCCC(C1=CC=CC=C1)[*],[*]OCC[*],,4.167317334748176,,10.1002_app.34120_part_3.txt_段1_Material1,14699.999999999982
[*]CC=CCCC(C1=CC=CC=C1)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,4.035829825252828,,10.1002_app.43699_part_2.txt_段1_Material1,10860.000000000007
[*]CCC(CCCC(CCCC(C[*])C)C)C,C[Si](C)(C[*])O[*],,6.024046225131059,,10.1039_c9sm01952a_part_4.txt_段1_Material2,1056930.0000000005
[*]CCC(CCCC(CCCC(C[*])C)C)C,C[Si](O[*])(C)[*],,5.247973266361806,,10.1088_1757-899x_757_1_012037_part_2.txt_段1_Material1,176999.9999999999
[*]CCC(CCCC(CCCC(C[*])C)C)C,O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,,6.491361693834273,,10.1016_j.compscitech.2018.02.039_part_4.txt_段1_Material1,3100000.000000003
[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,4.833147111912785,,10.3390_jcs4040174_part_3.txt_段1_Material1,68100.0
[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]CCC1C([*])C2CCC1C2,,7.708420900134713,,10.3390_molecules25225347_part_3.txt_段1_Material2,51100000.00000001
[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]O[C@H](C)CC([*])=O,,4.698970004336019,,10.1177_0307174x1704400502_part_1.txt_段1_Material1,49999.99999999999
[*]CCC(CCCC(CCCC(C[*])C)C)C,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,6.32221929473392,,10.1016_j.mechmat.2019.103154_part_2.txt_段1_Material1,2100000.0000000056
[*]CCC(CCCCCC)C[*],O=C(O)C([*])C[*],,6.2812606870550125,,10.1016_j.eurpolymj.2009.09.007_part_2.txt_段1_Material1,1910999.9999999984
